state,district,market
Uttar Pradesh,Bulandshahar,Jahangirabad
Uttar Pradesh,Hathras,Sikandraraau
Uttar Pradesh,Aligarh,Atrauli
Uttar Pradesh,Aligarh,Charra
Uttar Pradesh,Agra,Achnera
Uttar Pradesh,Mirzapur,Ahirora
Uttar Pradesh,Jalaun (Orai),Jalaun
Uttar Pradesh,Hamirpur,Muskara
Uttar Pradesh,Jhansi,Jhansi
Uttar Pradesh,Kannuj,Kannauj
Uttar Pradesh,Jhansi,Moth
Uttar Pradesh,Jalaun (Orai),Orai
Uttar Pradesh,Sitapur,Hargaon (Laharpur)
Uttar Pradesh,Banda,Banda
Uttar Pradesh,Muzaffarnagar,Shahpur
Uttar Pradesh,Maharajganj,Gadaura
Uttar Pradesh,Saharanpur,Saharanpur
Uttar Pradesh,Shahjahanpur,Puwaha
Uttar Pradesh,Sambhal,Muradabad
Uttar Pradesh,Bijnor,Bijnaur
Uttar Pradesh,Auraiya,Dibiapur
Uttar Pradesh,Mahoba,Charkhari
Uttar Pradesh,Jalaun (Orai),Konch
Uttar Pradesh,Fatehpur,Fatehpur
Uttar Pradesh,Lalitpur,Mehrauni
Uttar Pradesh,Saharanpur,Gangoh
Uttar Pradesh,Saharanpur,Chutmalpur
Uttar Pradesh,Shamli,Kairana
Uttar Pradesh,Bulandshahar,Gulavati
Uttar Pradesh,Agra,Jagnair
Uttar Pradesh,Baghpat,Khekda
Uttar Pradesh,Badaun,Bilsi
Uttar Pradesh,Baghpat,Bagpat
Uttar Pradesh,Badaun,Visoli
Uttar Pradesh,Sambhal,Sambhal
Uttar Pradesh,Rampur,Milak
Uttar Pradesh,Lalitpur,Lalitpur
Uttar Pradesh,Bulandshahar,Anoop Shahar
Uttar Pradesh,Etah,Awagarh
Uttar Pradesh,Bijnor,Nagina
Uttar Pradesh,Ghaziabad,Muradnagar
Uttar Pradesh,Bareilly,Anwala
Uttar Pradesh,Raebarelli,Lalganj
Uttar Pradesh,Bijnor,Najibabad
Uttar Pradesh,Jhansi,Baruwasagar
Uttar Pradesh,Meerut,Mawana
Uttar Pradesh,Agra,Samsabad
Uttar Pradesh,Mainpuri,Bewar
Uttar Pradesh,Meerut,Parikshitgarh
Uttar Pradesh,Prayagraj,Sirsa
Uttar Pradesh,Fatehpur,Jahanabad
Uttar Pradesh,Etah,Aliganj
Uttar Pradesh,Badaun,Babrala
Uttar Pradesh,Mirzapur,Mirzapur
Uttar Pradesh,Prayagraj,Ajuha
Uttar Pradesh,Lucknow,Lucknow
Uttar Pradesh,Pillibhit,Vishalpur
Uttar Pradesh,Mathura,Mathura
Uttar Pradesh,Mainpuri,Mainpuri
Uttar Pradesh,Raebarelli,Bachranwa
Uttar Pradesh,Hathras,Shadabad
Uttar Pradesh,Hardoi,Sandi
Uttar Pradesh,Lakhimpur,Lakhimpur
Uttar Pradesh,Jhansi,Chirgaon
Uttar Pradesh,Kanpur,Varipaal
Uttar Pradesh,Kaushambi,Manjhanpur
Uttar Pradesh,Hardoi,Hardoi
Uttar Pradesh,Jhansi,Gurusarai
Uttar Pradesh,Ghazipur,Gazipur
Uttar Pradesh,Chitrakut,Karvi
Uttar Pradesh,Bhadohi (Sant Ravi Nagar),Gopiganj
Uttar Pradesh,Etawah,Jasvantnagar
Uttar Pradesh,Etawah,Bharthna
Uttar Pradesh,Etawah,Etawah
Uttar Pradesh,Chandauli,Chandoli
Uttar Pradesh,Bijnor,Chaandpur
Uttar Pradesh,Ayodhya,Faizabad
Uttar Pradesh,Agra,Fatehpur Sikri
Uttar Pradesh,Amethi,Sultanpur
Uttar Pradesh,Sambhal,Bhehjoi
Uttar Pradesh,Rampur,Shahabad
Uttar Pradesh,Rampur,Vilaspur
Uttar Pradesh,Lucknow,Banthara
Uttar Pradesh,Kaushambi,Bharwari
Uttar Pradesh,Fatehpur,Kishunpur
Uttar Pradesh,Badaun,Dataganj
Uttar Pradesh,Ghazipur,Yusufpur
Uttar Pradesh,Farukhabad,Farukhabad
Uttar Pradesh,Auraiya,Auraiya
Uttar Pradesh,Agra,Agra
Uttar Pradesh,Prayagraj,Jasra
Uttar Pradesh,Hamirpur,Kurara
Uttar Pradesh,Hamirpur,Raath
Uttar Pradesh,Jalaun (Orai),Ait
Uttar Pradesh,Jalaun (Orai),Madhogarh
Uttrakhand,Haridwar,Roorkee
Uttrakhand,Dehradoon,Rishikesh
Uttrakhand,UdhamSinghNagar,Rudrapur
Uttrakhand,UdhamSinghNagar,Khateema
Uttrakhand,UdhamSinghNagar,Kicchha
Uttrakhand,Haridwar,Manglaur
Uttrakhand,UdhamSinghNagar,Kashipur
Uttrakhand,Haridwar,Haridwar Union
Uttrakhand,UdhamSinghNagar,Sitarganj
Uttrakhand,Nanital,Ramnagar
Uttrakhand,Nanital,Haldwani
Uttrakhand,Dehradoon,Vikasnagar
Uttrakhand,Garhwal (Pauri),Kotadwara
Uttrakhand,UdhamSinghNagar,Jaspur (UC)
Uttrakhand,Haridwar,Bhagwanpur (Naveen Mandi Sthal)
Uttrakhand,Dehradoon,Chakrata
Uttrakhand,Champawat,Tanakpur
Uttrakhand,Haridwar,Lakshar
Uttrakhand,UdhamSinghNagar,Nanakmatta
Uttrakhand,UdhamSinghNagar,Gadarpur
Uttrakhand,UdhamSinghNagar,Bazpur
West Bengal,Howrah,Ramkrishanpur (Howrah)
West Bengal,Birbhum,Sainthia
West Bengal,Darjeeling,Siliguri
West Bengal,Medinipur (E),Tamluk (Medinipur E)
West Bengal,Howrah,Uluberia
West Bengal,Hooghly,Pandua
West Bengal,Dakshin Dinajpur,Gangarampur (Dakshin Dinajpur)
West Bengal,Kolkata,Sealdah Koley Market
West Bengal,Hooghly,Kalipur
West Bengal,Hooghly,Champadanga
West Bengal,Puruliya,Balarampur
West Bengal,Medinipur (W),Medinipur (West)
West Bengal,Hooghly,Sheoraphuly
West Bengal,Medinipur (W),Ghatal
West Bengal,Sounth 24 Parganas,Baruipur (Canning)
West Bengal,Jalpaiguri,Dhupguri
West Bengal,Jalpaiguri,Jalpaiguri Sadar
West Bengal,Dakshin Dinajpur,Balurghat
West Bengal,Purba Bardhaman,Memari
West Bengal,North 24 Parganas,Habra
West Bengal,Jalpaiguri,Belacoba
West Bengal,North 24 Parganas,Barasat
West Bengal,Alipurduar,Alipurduar
West Bengal,Alipurduar,Falakata
West Bengal,Bankura,Khatra
West Bengal,Bankura,Bishnupur (Bankura)
West Bengal,Uttar Dinajpur,Raiganj
West Bengal,Purba Bardhaman,Guskara
West Bengal,Coochbehar,Mekhliganj
West Bengal,Coochbehar,Toofanganj
West Bengal,Coochbehar,Dinhata
West Bengal,Nadia,Kalyani
West Bengal,Purba Bardhaman,Kalna
West Bengal,Paschim Bardhaman,Asansol
West Bengal,Puruliya,Purulia
West Bengal,Medinipur (W),Garbeta (Medinipur)
West Bengal,Jalpaiguri,Moynaguri
West Bengal,Paschim Bardhaman,Durgapur
West Bengal,Bankura,Indus (Bankura Sadar)
West Bengal,Bankura,Bankura Sadar
West Bengal,Birbhum,Bolpur
West Bengal,Darjeeling,Darjeeling
West Bengal,Darjeeling,Karsiyang (Matigara)
West Bengal,Sounth 24 Parganas,Diamond Harbour (South 24-pgs)
West Bengal,Purba Bardhaman,Burdwan
West Bengal,Birbhum,Birbhum
West Bengal,Murshidabad,Lalbagh
West Bengal,Malda,English Bazar
West Bengal,Murshidabad,Jangipur
West Bengal,Uttar Dinajpur,Islampur
West Bengal,Uttar Dinajpur,Kaliaganj
West Bengal,Murshidabad,Jiaganj
West Bengal,Murshidabad,Beldanga
West Bengal,Murshidabad,Kasimbazar
West Bengal,Medinipur (E),Kolaghat
West Bengal,Birbhum,Rampurhat
West Bengal,Murshidabad,Kandi
West Bengal,Malda,Samsi
Andhra Pradesh,Kurnool,Kurnool
Andhra Pradesh,East Godavari,Ambajipeta
Andhra Pradesh,Chittor,Tirupati
Andhra Pradesh,Kurnool,Adoni
Andhra Pradesh,Nellore,Atmakur (SPS)
Andhra Pradesh,Guntur,Pidugurala (Palnadu)
Andhra Pradesh,Guntur,Guntur
Andhra Pradesh,Cuddapah,Lakkireddipally
Andhra Pradesh,Visakhapatnam,Anakapally
Andhra Pradesh,West Godavari,Chintalapudi
Andhra Pradesh,West Godavari,Eluru
Andhra Pradesh,West Godavari,Denduluru
Andhra Pradesh,Krishna,Tiruvuru
Andhra Pradesh,Anantapur,Anantapur
Andhra Pradesh,Nellore,Rapur
Andhra Pradesh,Nellore,Gudur
Andhra Pradesh,Chittor,Punganur
Andhra Pradesh,Chittor,Kalikiri
Andhra Pradesh,Chittor,Vayalapadu
Andhra Pradesh,Cuddapah,Cuddapah
Bihar,Banka,Barahat
Bihar,Buxar,Buxur
Chattisgarh,Balodabazar,Bhatapara
Chattisgarh,Raigarh,Kharsiya
Chattisgarh,Surguja,Ambikapur
Chattisgarh,Surajpur,Pratappur
Chattisgarh,Rajnandgaon,Bandhabazar
Chattisgarh,Balrampur,Ramanujganj
Chattisgarh,Mahasamund,Tendukona
Chattisgarh,Mahasamund,Bheemkhoj
Chattisgarh,Kondagaon,Bededonger
Chattisgarh,Kondagaon,Chhinari
Chattisgarh,Mahasamund,Bagbahra
Chattisgarh,Koria,Baikunthpur
Chattisgarh,Kondagaon,Pharasgaon
Chattisgarh,Mahasamund,Komakhan
Chattisgarh,Kondagaon,Keshkal
Chattisgarh,Kondagaon,Hirapur
Chattisgarh,Kondagaon,Gamhari
Chattisgarh,Kondagaon,Mardapal
Chattisgarh,Kondagaon,Makdi
Chattisgarh,Bemetara,Bemetara
Chattisgarh,Raipur,Raipur
Chattisgarh,Balrampur,Kusmee
Chattisgarh,Bilaspur,Tiphra
Chattisgarh,Raigarh,Baramkela
Chattisgarh,Dhamtari,Bhakhara
Chattisgarh,Raigarh,Kedar
Chattisgarh,Raipur,Arang
Chattisgarh,Raigarh,Sariya
Chattisgarh,Raigarh,Sarangarh
Chattisgarh,Raigarh,Gharghoda
Chattisgarh,Mahasamund,Pirda
Chattisgarh,Mahasamund,Sarayapali
Chattisgarh,Raipur,Navapara
Chattisgarh,Jashpur,Kotba
Chattisgarh,Mahasamund,Pithoura
Chattisgarh,Janjgir,Akaltara
Chattisgarh,Gariyaband,Chura
Chattisgarh,Kanker,Lakhanpuri
Chattisgarh,Kanker,Charama
Chattisgarh,Kanker,Narharpur
Chattisgarh,Mahasamund,Basana
Chattisgarh,Jashpur,Pathalgaon
Chattisgarh,Jashpur,Jaspur
Chattisgarh,Bilaspur,Jairamnagar
Chattisgarh,Dhamtari,Nagari
Chattisgarh,Dhamtari,Dhamtari
Chattisgarh,Rajnandgaon,Kheragarh
Chattisgarh,Kabirdham,Biranpur kalan (Sahaspur Lohra)
Chattisgarh,Bastar,Jagdalpur
Goa,South Goa,Curchorem
Goa,South Goa,Margao
Gujarat,Patan,Patan
Gujarat,Patan,Radhanpur
Gujarat,Patan,Sami
Gujarat,Mehsana,Unjha
Gujarat,Jamnagar,Jamnagar
Gujarat,Porbandar,Porbandar
Gujarat,Amreli,Amreli
Gujarat,Mehsana,Kadi
Gujarat,Surendranagar,Vadhvan
Gujarat,Ahmedabad,Ahmedabad
Gujarat,Panchmahals,Gogamba (Similiya)
Gujarat,Panchmahals,Gogamba
Gujarat,Rajkot,Dhoraji
Gujarat,Rajkot,Gondal
Gujarat,Junagarh,Junagadh
Gujarat,Morbi,Halvad
Gujarat,Rajkot,Rajkot
Gujarat,Rajkot,Upleta
Gujarat,Rajkot,Jasdan
Gujarat,Rajkot,Jetpur (Dist.Rajkot)
Gujarat,Botad,Botad
Gujarat,Dahod,Dahod
Gujarat,Jamnagar,Jam Jodhpur
Gujarat,Bhavnagar,Taleja
Gujarat,Junagarh,Visavadar
Gujarat,Morbi,Morbi
Gujarat,Patan,Siddhpur
Gujarat,Mehsana,Visnagar
Gujarat,Mehsana,Mehsana (Jornang)
Gujarat,Sabarkantha,Modasa (Tintoi)
Gujarat,Sabarkantha,Modasa
Gujarat,Sabarkantha,Himatnagar
Gujarat,Amreli,Dhari
Gujarat,Amreli,Savarkundla
Gujarat,Dahod,Zalod (Sanjeli)
Gujarat,Devbhumi Dwarka,Jam Khambalia
Gujarat,Gandhinagar,Dehgam
Gujarat,Jamnagar,Dhrol
Gujarat,Banaskanth,Thara
Gujarat,Gandhinagar,Dehgam (Rekhiyal)
Gujarat,Gandhinagar,Kalol
Gujarat,Gandhinagar,Mansa
Gujarat,Bhavnagar,Bhavnagar
Gujarat,Banaskanth,Palanpur
Gujarat,Banaskanth,Deesa
Gujarat,Banaskanth,Dhanera
Gujarat,Banaskanth,Lakhani
Gujarat,Banaskanth,Panthawada
Gujarat,Banaskanth,Thara (Shihori)
Gujarat,Anand,Khambhat (Grain Market)
Gujarat,Banaskanth,Diyodar
Gujarat,Banaskanth,Amirgadh
Gujarat,Anand,Umreth
Gujarat,Bhavnagar,Palitana
Gujarat,Amreli,Rajula
Gujarat,Banaskanth,Vadgam
Gujarat,Banaskanth,Tharad
Gujarat,Mehsana,Mehsana (Mehsana Veg)
Gujarat,Valsad,Valsad
Gujarat,Patan,Harij
Gujarat,Surat,Vyra
Gujarat,Amreli,Bagasara
Gujarat,Dahod,Zalod (Zalod)
Gujarat,Gir Somnath,Veraval
Gujarat,Anand,"Anand (Veg,Yard,Anand)"
Gujarat,Surat,Songadh (Umrada)
Gujarat,Rajkot,Rajkot (Veg.Sub Yard)
Gujarat,Surat,Songadh (Badarpada)
Gujarat,Surat,Songadh
Gujarat,Amreli,Damnagar
Gujarat,Gir Somnath,Talalagir
Gujarat,Gandhinagar,Mansa (Manas Veg Yard)
Gujarat,Mehsana,Vijapur (veg)
Gujarat,Gir Somnath,Kodinar
Gujarat,Kachchh,Bachau
Gujarat,Mehsana,Vijapur
Gujarat,Mehsana,Vijapur (Kukarvada)
Gujarat,Mehsana,Unava
Gujarat,Surendranagar,Dasada Patadi
Gujarat,Ahmedabad,Viramgam
Gujarat,Banaskanth,Tharad (Rah)
Gujarat,Banaskanth,Bhabhar
Gujarat,Jamnagar,Kalawad
Gujarat,Junagarh,Bhesan
Gujarat,Surendranagar,Dhragradhra
Gujarat,Surat,Nizar (Kukarmuda)
Gujarat,Amreli,Babra
Gujarat,Botad,Botad (Haddad)
Gujarat,Morbi,Vankaner
Gujarat,Kachchh,Rapar
Gujarat,Surat,Nizar
Gujarat,Sabarkantha,Vadali
Gujarat,Sabarkantha,Bhiloda
Gujarat,Dahod,Limkheda
Gujarat,Ahmedabad,Ahmedabad (Chimanbhai Patal Market Vasana)
Gujarat,Ahmedabad,Sanad
Gujarat,Dahod,Devgadhbaria
Gujarat,Dahod,Davgadbaria (Piplod)
Gujarat,Surat,Mahuva (Anaval)
Gujarat,Sabarkantha,Meghraj
Gujarat,Sabarkantha,Dhansura
Gujarat,Surat,Nizar (Pumkitalov)
Gujarat,Anand,Borsad
Haryana,Ambala,Barara
Haryana,Ambala,Naraingarh
Haryana,Yamuna Nagar,Yamuna Nagar
Haryana,Yamuna Nagar,Radaur
Haryana,Yamuna Nagar,Jagadhri
Haryana,Karnal,Indri
Haryana,Karnal,Tarori
Haryana,Kurukshetra,Iamailabad
Haryana,Bhiwani,Bhiwani
Haryana,Fatehabad,Fatehabad
Haryana,Rohtak,Sampla
Haryana,Rohtak,Meham
Haryana,Sonipat,Gohana
Haryana,Sirsa,kalanwali
Haryana,Kurukshetra,Thanesar
Haryana,Mewat,Tauru
Haryana,Bhiwani,Jui
Haryana,Mahendragarh-Narnaul,Khanina
Haryana,Mahendragarh-Narnaul,Ateli
Haryana,Mewat,Hathin
Haryana,Jind,Safidon
Haryana,Bhiwani,Ch. Dadri
Haryana,Sonipat,Sonepat
Haryana,Faridabad,Ballabhgarh
Haryana,Ambala,Shahzadpur
Haryana,Palwal,Palwal
Haryana,Kaithal,Kaithal
Haryana,Gurgaon,Pataudi
Haryana,Mewat,Nuh
Haryana,Fatehabad,Jakhal
Haryana,Fatehabad,Bhattu Kalan
Haryana,Bhiwani,Siwani
Haryana,Hissar,Adampur
Haryana,Fatehabad,Bhuna
Haryana,Sirsa,"New Grain Market , Sirsa"
Haryana,Sirsa,Dabwali
Haryana,Ambala,Ambala City (Subji Mandi)
Haryana,Jind,Jind
Haryana,Fatehabad,Tohana
Haryana,Kurukshetra,Babain
Haryana,Kurukshetra,Pipli
Haryana,Karnal,Kunjpura
Haryana,Kurukshetra,Pehowa
Himachal Pradesh,Kangra,Kangra (Baijnath)
Himachal Pradesh,Kangra,Kangra (Jaisinghpur)
Himachal Pradesh,Kangra,Kangra
Himachal Pradesh,Kangra,Kangra (Nagrota Bagwan)
Himachal Pradesh,Kangra,Dharamshala
Himachal Pradesh,Kullu,Bhuntar
Himachal Pradesh,Bilaspur,Bilaspur
Himachal Pradesh,Hamirpur,Hamirpur
Himachal Pradesh,Hamirpur,Hamirpur (Nadaun)
Himachal Pradesh,Solan,Solan
Himachal Pradesh,Sirmore,Nahan
Himachal Pradesh,Solan,Solan (Parwanoo)
Himachal Pradesh,Mandi,Dhanotu (Mandi)
Himachal Pradesh,Kangra,Kangra (Jassour)
Himachal Pradesh,Sirmore,Paonta Sahib
Himachal Pradesh,Solan,Solan (Nalagarh)
Himachal Pradesh,Una,Una
Himachal Pradesh,Kangra,Palampur
Himachal Pradesh,Mandi,Mandi (Mandi)
Himachal Pradesh,Shimla,Shimla and Kinnaur (Rampur)
Himachal Pradesh,Shimla,Shimla and Kinnaur (Theog)
Himachal Pradesh,Solan,Waknaghat
Himachal Pradesh,Mandi,Chail Chowk
Himachal Pradesh,Solan,Dharampur
Jammu and Kashmir,Srinagar,Ganderbal
Jammu and Kashmir,Pulwama,Pulwama (F&V)
Karnataka,Chamrajnagar,Gundlupet
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore"
Karnataka,Kalburgi,Kalburgi
Karnataka,Davangere,Davangere
Karnataka,Karwar (Uttar Kannad),Kumta
Karnataka,Karwar (Uttar Kannad),Yellapur
Karnataka,Karwar (Uttar Kannad),Sirsi
Karnataka,Chitradurga,Holalkere
Karnataka,Chamrajnagar,Chamaraj Nagar
Karnataka,Shimoga,Shimoga
Karnataka,Mangalore (Dakshin Kannad),Belthangdi
Karnataka,Mangalore (Dakshin Kannad),Puttur
Karnataka,Shimoga,Bhadravathi
Karnataka,Mangalore (Dakshin Kannad),Mangalore
Karnataka,Mangalore (Dakshin Kannad),Sulya
Karnataka,Udupi,Karkala
Karnataka,Shimoga,Shimoga (Theertahalli)
Karnataka,Madikeri (Kodagu),Somvarpet
Karnataka,Udupi,Udupi
Karnataka,Kolar,Bangarpet
Karnataka,Chikmagalur,Chikkamagalore
Karnataka,Kolar,Malur
Karnataka,Kolar,Kolar
Karnataka,Kolar,Gowribidanoor
Karnataka,Dharwad,Dharwar
Karnataka,Belgaum,Kudchi
Karnataka,Madikeri (Kodagu),Gonikappal
Karnataka,Madikeri (Kodagu),Madikeri
Karnataka,Hassan,Channarayapatna
Karnataka,Chitradurga,Hiriyur
Karnataka,Mandya,Malavalli
Karnataka,Tumkur,Turvekere
Karnataka,Tumkur,Tiptur
Karnataka,Dharwad,Hubli (Amaragol)
Karnataka,Belgaum,Athani
Karnataka,Mandya,Mandya
Karnataka,Karwar (Uttar Kannad),Mundgod
Karnataka,Mysore,Hunsur
Karnataka,Shimoga,Sorabha
Karnataka,Karwar (Uttar Kannad),Haliyala
Karnataka,Bangalore,Hoskote
Karnataka,Koppal,Gangavathi
Karnataka,Belgaum,Bailahongal
Karnataka,Mysore,K.R.Nagar
Karnataka,Kolar,Mulabagilu
Kerala,Ernakulam,North Paravur
Kerala,Thiruvananthapuram,Balarampuram
Kerala,Idukki,Adimali
Kerala,Ernakulam,Perumbavoor
Kerala,Ernakulam,Kothamangalam
Kerala,Kannur,Payyannur
Kerala,Kollam,PUTHUR VFPCK
Kerala,Kasargod,Manjeswaram
Kerala,Alappuzha,Cherthala
Kerala,Alappuzha,Harippad
Kerala,Pathanamthitta,Ranniangadi
Kerala,Palakad,Pattambi
Kerala,Pathanamthitta,Kuttoor
Kerala,Thiruvananthapuram,Nedumangadu
Kerala,Thiruvananthapuram,Neyyatinkara
Kerala,Thiruvananthapuram,Attingal
Kerala,Thiruvananthapuram,Chala
Kerala,Kozhikode (Calicut),Quilandy
Kerala,Kozhikode (Calicut),Palayam
Kerala,Kozhikode (Calicut),Kallachi
Kerala,Malappuram,Kottakkal
Kerala,Kozhikode (Calicut),Mukkom
Kerala,Kottayam,Pampady
Kerala,Palakad,Palakkad
Kerala,Malappuram,Thirurrangadi
Kerala,Palakad,Kollengode
Kerala,Malappuram,Kondotty
Kerala,Malappuram,Parappanangadi
Kerala,Ernakulam,Thrippunithura
Kerala,Kollam,Sasthamkotta
Kerala,Alappuzha,Chengannur
Kerala,Kottayam,Kuruppanthura
Kerala,Malappuram,Perinthalmanna
Kerala,Idukki,Vandiperiyar
Kerala,Kannur,Kuthuparambu
Kerala,Kasargod,Kanjangadu
Kerala,Ernakulam,Thiruvaniyoor VFPCK
Kerala,Kottayam,Athirampuzha
Kerala,Kasargod,Madikai VFPCK
Kerala,Kottayam,Ettumanoor
Kerala,Thirssur,Chavakkad
Kerala,Thirssur,Chalakudy
Kerala,Palakad,Vadakkenchery
Kerala,Wayanad,Kalpetta
Kerala,Thirssur,Wadakkanchery
Kerala,Wayanad,Manathavady
Kerala,Idukki,MELECHINNAR VFPCK
Kerala,Idukki,Kamakshi VFPCK
Kerala,Idukki,ERRATTAYAR VFPCK
Kerala,Idukki,Alacode VFPCK
Kerala,Ernakulam,THURAVOOR VFPCK
Kerala,Ernakulam,Kunnukara VFPCK
Kerala,Kannur,KELAKAM VFPCK
Kerala,Kollam,Nedumpana VFPCK
Kerala,Kannur,Taliparamba
Kerala,Kottayam,AYMANAM VFPCK
Kerala,Kollam,Kottarakkara
Kerala,Ernakulam,KANJOOR VFPCK
Kerala,Kasargod,Pullur Periya VFPCK
Kerala,Thirssur,Annamanada VFPCK
Kerala,Thirssur,Karuvannur VFPCK
Kerala,Thirssur,Kuzhur VFPCK
Kerala,Thirssur,Nooluvally VFPCK
Kerala,Thirssur,MALA VFPCK
Kerala,Thirssur,Marottichal VFPCK
Kerala,Thirssur,KADUKUTTY VFPCK
Kerala,Pathanamthitta,Mezhuveli VFPCK
Kerala,Pathanamthitta,NEDUMBRAM VFPCK
Kerala,Thiruvananthapuram,Kallara VFPCK
Kerala,Thiruvananthapuram,Kattakkada VFPCK
Kerala,Thiruvananthapuram,MYLACHAL VFPCK
Kerala,Thiruvananthapuram,MUDAKKAL VFPCK
Kerala,Thiruvananthapuram,VEMBAYAM VFPCK
Kerala,Thiruvananthapuram,Vengannore VFPCK
Kerala,Thiruvananthapuram,VELLANAD VFPCK
Kerala,Thiruvananthapuram,Neyyattinkara VFPCK
Kerala,Thiruvananthapuram,ATHIYANNUR VFPCK
Kerala,Thiruvananthapuram,KILMANNUR VFPCK
Kerala,Thiruvananthapuram,ARYANAD VFPCK
Kerala,Thiruvananthapuram,Vellarada VFPCK
Kerala,Thiruvananthapuram,Kollayil VFPCK
Kerala,Thiruvananthapuram,Balaramapuram VFPCK
Kerala,Kozhikode (Calicut),KOODARANJI VFPCK
Kerala,Kozhikode (Calicut),KODIYATHUR VFPCK
Kerala,Kozhikode (Calicut),Kunnamangalam VFPCK
Kerala,Kottayam,Vayala VFPCK
Kerala,Kozhikode (Calicut),KODENCHERY VFPCK
Kerala,Kozhikode (Calicut),KAKKUR VFPCK
Kerala,Malappuram,ANGADIPPURAM VFPCK
Kerala,Kozhikode (Calicut),THIRUVAMBADY VFPCK
Kerala,Kottayam,RAMAPURAM VFPCK
Kerala,Malappuram,ELAMKULAM VFPCK
Kerala,Kottayam,Kottayam
Kerala,Kottayam,Pala
Kerala,Malappuram,Thiruvali VFPCK
Kerala,Palakad,Alenellur VFPCK
Kerala,Kozhikode (Calicut),Mukkam VFPCK
Kerala,Kottayam,VAKATHANAM VFPCK
Kerala,Wayanad,MUTTIL VFPCK
Kerala,Wayanad,PERIA VFPCK
Kerala,Wayanad,THAVINJAL VFPCK
Kerala,Wayanad,Thondernad VFPCK
Kerala,Kannur,Chavassery VFPCK
Kerala,Kannur,Maloor VFPCK
Kerala,Thiruvananthapuram,Vamanapuram
Kerala,Thirssur,Pariyaram VFPCK
Kerala,Kottayam,ETTUMANOOR VFPCK
Kerala,Pathanamthitta,KODUMON VFPCK
Kerala,Pathanamthitta,Erath VFPCK
Kerala,Kozhikode (Calicut),THALAKULATHUR VFPCK
Kerala,Kottayam,Mutholy VFPCK
Kerala,Kollam,Punalur VFPCK
Kerala,Pathanamthitta,Pandalam
Kerala,Alappuzha,EDATHWA VFPCK
Kerala,Alappuzha,CHENNITHALA VFPCK
Kerala,Palakad,Paliyamangalam VFPCK
Kerala,Kannur,Koodali VFPCK
Kerala,Kottayam,Vempally VFPCK
Kerala,Pathanamthitta,Pandalam Thekkekkara VFPCK
Kerala,Pathanamthitta,PANDALAM VFPCK
Kerala,Pathanamthitta,EZHAMKULAM VFPCK
Kerala,Kottayam,ATHIRAMPUZHA VFPCK
Kerala,Ernakulam,Nedungapra VFPCK
Kerala,Kannur,Mattannur VFPCK
Madhya Pradesh,Damoh,Patharia
Madhya Pradesh,Raisen,Udaipura
Madhya Pradesh,Raisen,Bareli
Madhya Pradesh,Raisen,Begamganj
Madhya Pradesh,Morena,Kailaras
Madhya Pradesh,Morena,Morena
Madhya Pradesh,Morena,Sabalgarh
Madhya Pradesh,Narsinghpur,Kareli
Madhya Pradesh,Badwani,Balwadi
Madhya Pradesh,Harda,Harda
Madhya Pradesh,Hoshangabad,Pipariya
Madhya Pradesh,Jhabua,Thandla (F&V)
Madhya Pradesh,Hoshangabad,Hoshangabad (F&V)
Madhya Pradesh,Shivpuri,Khanyadhana
Madhya Pradesh,Sagar,Bina
Madhya Pradesh,Vidisha,Sironj
Madhya Pradesh,Khandwa,Harsood
Madhya Pradesh,Mandsaur,Mandsaur
Madhya Pradesh,Indore,Mhow
Madhya Pradesh,Rajgarh,Narsinghgarh
Madhya Pradesh,Raisen,Raisen
Madhya Pradesh,Ratlam,Jaora
Madhya Pradesh,Raisen,Silvani
Madhya Pradesh,Mandsaur,Sitmau
Madhya Pradesh,Narsinghpur,Kareli (F&V)
Madhya Pradesh,Neemuch,Manasa
Madhya Pradesh,Bhopal,Berasia
Madhya Pradesh,Ashoknagar,Ashoknagar
Madhya Pradesh,Bhind,Bhind
Madhya Pradesh,Ashoknagar,Isagarh
Madhya Pradesh,Betul,Betul
Madhya Pradesh,Gwalior,Dabra
Madhya Pradesh,Harda,Timarni
Madhya Pradesh,Guna,Guna
Madhya Pradesh,Harda,Khirakiya
Madhya Pradesh,Hoshangabad,Banapura
Madhya Pradesh,Hoshangabad,Itarsi
Madhya Pradesh,Dewas,Khategaon
Madhya Pradesh,Dindori,Gorakhpur
Madhya Pradesh,Guna,Binaganj
Madhya Pradesh,Guna,Aron
Madhya Pradesh,Sheopur,Sheopurbadod
Madhya Pradesh,Sehore,Nasrullaganj
Madhya Pradesh,Sehore,Ashta
Madhya Pradesh,Shivpuri,Kolaras
Madhya Pradesh,Sagar,Kesli
Madhya Pradesh,Ratlam,Sailana
Madhya Pradesh,Sagar,Rehli
Madhya Pradesh,Ujjain,Tarana
Madhya Pradesh,Ujjain,Khachrod
Madhya Pradesh,Vidisha,Vidisha
Madhya Pradesh,Indore,Mhow (F&V)
Madhya Pradesh,Raisen,Bareli (F&V)
Madhya Pradesh,Dhar,Rajgarh (F&V)
Madhya Pradesh,Dhar,Kukshi (F&V)
Madhya Pradesh,Indore,Gautampura (F&V)
Madhya Pradesh,Sagar,Banda
Madhya Pradesh,Vidisha,Shamshabad
